Pair ID,Explanation
pair_92,"'F' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'N'. 'F' is cheaper plan than 'A' and 'B' and 'H' and 'I' and 'J' and 'L' and 'O' and 'P' and 'R' and 'T'. 'F' is faster plan than 'B' and 'E' and 'H' and 'I' and 'J' and 'L' and 'O' and 'P' and 'R' and 'T'. 'F' is better plan than 'B' and 'J' and 'T'. 'F' has expected makespan 'F makespan'; while 'N' has expected makespan 'N makespan'. 'F' has number of tasks 'F number of tasks'; while 'N' has number of tasks 'N number of tasks'. 'F' has cost 'F cost'; while 'N' has cost 'N cost'. 'N' is plan with same cost as 'I'. 'B' is faster plan than 'N', and 'E' is faster plan than 'N', and 'H' is faster plan than 'N', and 'I' is faster plan than 'N', and 'J' is faster plan than 'N', and 'L' is faster plan than 'N', and 'O' is faster plan than 'N', and 'P' is faster plan than 'N', and 'R' is faster plan than 'N', and 'T' is faster plan than 'N'. 'A' is cheaper plan than 'N', and 'B' is cheaper plan than 'N', and 'H' is cheaper plan than 'N', and 'J' is cheaper plan than 'N', and 'L' is cheaper plan than 'N', and 'O' is cheaper plan than 'N', and 'P' is cheaper plan than 'N', and 'R' is cheaper plan than 'N', and 'T' is cheaper plan than 'N'. 'E' is better plan than 'N', and 'H' is better plan than 'N', and 'L' is better plan than 'N', and 'O' is better plan than 'N', and 'P' is better plan than 'N', and 'R' is better plan than 'N'. 
"
pair_93,"'F' is cheaper plan than and is longer plan than and is faster plan than 'O'. 'F' is longer plan than 'A' and 'D' and 'E' and 'H' and 'I' and 'K' and 'L' and 'P' and 'R' and 'S'. 'F' is better plan than 'J'; while 'O' is better plan than 'A' and 'D' and 'H' and 'I' and 'K' and 'L' and 'R' and 'S'. 'F' is faster plan than 'E' and 'J' and 'P'. 'F' has expected makespan 'F makespan'; while 'O' has expected makespan 'O makespan'. 'F' has number of tasks 'F number of tasks'; while 'O' has number of tasks 'O number of tasks'. 'F' has cost 'F cost'; while 'O' has cost 'O cost'. 'A' is longer plan than 'O', and 'D' is longer plan than 'O', and 'E' is longer plan than 'O', and 'H' is longer plan than 'O', and 'I' is longer plan than 'O', and 'K' is longer plan than 'O', and 'L' is longer plan than 'O', and 'P' is longer plan than 'O', and 'R' is longer plan than 'O', and 'S' is longer plan than 'O'. 'E' is faster plan than 'O', and 'J' is faster plan than 'O', and 'P' is faster plan than 'O'. 
"
pair_94,"'F' is cheaper plan than and is longer plan than and is faster plan than 'P'. 'F' is longer plan than 'D' and 'I' and 'L' and 'R' and 'S'. 'P' is better plan than 'D' and 'I' and 'L' and 'R' and 'S'. 'F' has expected makespan 'F makespan'; while 'P' has expected makespan 'P makespan'. 'F' has number of tasks 'F number of tasks'; while 'P' has number of tasks 'P number of tasks'. 'F' has cost 'F cost'; while 'P' has cost 'P cost'. 'F' is cheaper plan than 'O'. 'D' is longer plan than 'P', and 'I' is longer plan than 'P', and 'L' is longer plan than 'P', and 'R' is longer plan than 'P', and 'S' is longer plan than 'P'. 'O' is cheaper plan than 'P'. 
"
pair_95,"'F' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'Q'. 'F' is faster plan than 'A' and 'B' and 'D' and 'E' and 'G' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'O' and 'P' and 'R' and 'S' and 'T'. 'F' is cheaper plan than 'A' and 'B' and 'D' and 'G' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'O' and 'P' and 'R' and 'S' and 'T'. 'F' is better plan than 'B' and 'C' and 'G' and 'J' and 'N' and 'T'. 'F' is shorter plan than 'C' and 'G' and 'N' and 'T'. 'F' has expected makespan 'F makespan'; while 'Q' has expected makespan 'Q makespan'. 'F' has number of tasks 'F number of tasks'; while 'Q' has number of tasks 'Q number of tasks'. 'F' has cost 'F cost'; while 'Q' has cost 'Q cost'. 'A' is faster plan than 'Q', and 'B' is faster plan than 'Q', and 'D' is faster plan than 'Q', and 'E' is faster plan than 'Q', and 'G' is faster plan than 'Q', and 'H' is faster plan than 'Q', and 'I' is faster plan than 'Q', and 'J' is faster plan than 'Q', and 'K' is faster plan than 'Q', and 'L' is faster plan than 'Q', and 'N' is faster plan than 'Q', and 'O' is faster plan than 'Q', and 'P' is faster plan than 'Q', and 'R' is faster plan than 'Q', and 'S' is faster plan than 'Q', and 'T' is faster plan than 'Q'. 'A' is cheaper plan than 'Q', and 'B' is cheaper plan than 'Q', and 'D' is cheaper plan than 'Q', and 'G' is cheaper plan than 'Q', and 'H' is cheaper plan than 'Q', and 'I' is cheaper plan than 'Q', and 'J' is cheaper plan than 'Q', and 'K' is cheaper plan than 'Q', and 'L' is cheaper plan than 'Q', and 'N' is cheaper plan than 'Q', and 'O' is cheaper plan than 'Q', and 'P' is cheaper plan than 'Q', and 'R' is cheaper plan than 'Q', and 'S' is cheaper plan than 'Q', and 'T' is cheaper plan than 'Q'. 'A' is better plan than 'Q', and 'D' is better plan than 'Q', and 'E' is better plan than 'Q', and 'G' is better plan than 'Q', and 'H' is better plan than 'Q', and 'I' is better plan than 'Q', and 'K' is better plan than 'Q', and 'L' is better plan than 'Q', and 'N' is better plan than 'Q', and 'O' is better plan than 'Q', and 'P' is better plan than 'Q', and 'R' is better plan than 'Q', and 'S' is better plan than 'Q', and 'T' is better plan than 'Q'. 'C' is shorter plan than 'Q', and 'G' is shorter plan than 'Q', and 'N' is shorter plan than 'Q', and 'T' is shorter plan than 'Q'. 
"
pair_96,"'F' is cheaper plan than and is longer plan than and is faster plan than 'R'. 'F' is faster plan than 'B' and 'E' and 'H' and 'I' and 'J' and 'L' and 'O' and 'P' and 'T'. 'F' is cheaper plan than 'A' and 'H' and 'J' and 'L' and 'O' and 'P' and 'T'. 'F' is better plan than 'B' and 'J' and 'T'; while 'R' is better plan than 'D' and 'S'. 'F' is longer plan than 'D' and 'I' and 'L' and 'S'. 'F' has expected makespan 'F makespan'; while 'R' has expected makespan 'R makespan'. 'F' has number of tasks 'F number of tasks'; while 'R' has number of tasks 'R number of tasks'. 'F' has cost 'F cost'; while 'R' has cost 'R cost'. 'B' is faster plan than 'R', and 'E' is faster plan than 'R', and 'H' is faster plan than 'R', and 'I' is faster plan than 'R', and 'J' is faster plan than 'R', and 'L' is faster plan than 'R', and 'O' is faster plan than 'R', and 'P' is faster plan than 'R', and 'T' is faster plan than 'R'. 'A' is cheaper plan than 'R', and 'H' is cheaper plan than 'R', and 'J' is cheaper plan than 'R', and 'L' is cheaper plan than 'R', and 'O' is cheaper plan than 'R', and 'P' is cheaper plan than 'R', and 'T' is cheaper plan than 'R'. 'D' is longer plan than 'R', and 'I' is longer plan than 'R', and 'L' is longer plan than 'R', and 'S' is longer plan than 'R'. 'E' is better plan than 'R', and 'H' is better plan than 'R', and 'O' is better plan than 'R', and 'P' is better plan than 'R'. 
"
pair_97,"'F' is cheaper plan than and is longer plan than and is faster plan than 'S'. 'F' is faster plan than 'A' and 'B' and 'D' and 'E' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'P' and 'R' and 'T'. 'F' is cheaper plan than 'A' and 'B' and 'D' and 'H' and 'I' and 'J' and 'L' and 'N' and 'O' and 'P' and 'R' and 'T'. 'F' is better plan than 'B' and 'J' and 'N' and 'T'. 'F' has expected makespan 'F makespan'; while 'S' has expected makespan 'S makespan'. 'F' has number of tasks 'F number of tasks'; while 'S' has number of tasks 'S number of tasks'. 'F' has cost 'F cost'; while 'S' has cost 'S cost'. 'F' is longer plan than 'D' and 'L'. 'S' is plan with same number of tasks as 'D'. 'A' is faster plan than 'S', and 'B' is faster plan than 'S', and 'D' is faster plan than 'S', and 'E' is faster plan than 'S', and 'H' is faster plan than 'S', and 'I' is faster plan than 'S', and 'J' is faster plan than 'S', and 'L' is faster plan than 'S', and 'N' is faster plan than 'S', and 'O' is faster plan than 'S', and 'P' is faster plan than 'S', and 'R' is faster plan than 'S', and 'T' is faster plan than 'S'. 'A' is cheaper plan than 'S', and 'B' is cheaper plan than 'S', and 'D' is cheaper plan than 'S', and 'H' is cheaper plan than 'S', and 'I' is cheaper plan than 'S', and 'J' is cheaper plan than 'S', and 'L' is cheaper plan than 'S', and 'N' is cheaper plan than 'S', and 'O' is cheaper plan than 'S', and 'P' is cheaper plan than 'S', and 'R' is cheaper plan than 'S', and 'T' is cheaper plan than 'S'. 'A' is better plan than 'S', and 'E' is better plan than 'S', and 'H' is better plan than 'S', and 'I' is better plan than 'S', and 'O' is better plan than 'S', and 'P' is better plan than 'S', and 'R' is better plan than 'S'. 'L' is longer plan than 'S'. 
"
pair_98,"'F' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'T'. 'F' is cheaper plan than 'A' and 'H' and 'J' and 'L' and 'O' and 'P'. 'F' is faster plan than 'B' and 'E' and 'J' and 'O' and 'P'. 'F' is better plan than 'B' and 'C' and 'G' and 'J' and 'N'. 'F' is shorter plan than 'C' and 'G' and 'N'. 'F' has expected makespan 'F makespan'; while 'T' has expected makespan 'T makespan'. 'F' has number of tasks 'F number of tasks'; while 'T' has number of tasks 'T number of tasks'. 'F' has cost 'F cost'; while 'T' has cost 'T cost'. 'A' is cheaper plan than 'T', and 'H' is cheaper plan than 'T', and 'J' is cheaper plan than 'T', and 'L' is cheaper plan than 'T', and 'O' is cheaper plan than 'T', and 'P' is cheaper plan than 'T'. 'B' is faster plan than 'T', and 'E' is faster plan than 'T', and 'J' is faster plan than 'T', and 'O' is faster plan than 'T', and 'P' is faster plan than 'T'. 'C' is shorter plan than 'T', and 'G' is shorter plan than 'T', and 'N' is shorter plan than 'T'. 'E' is better plan than 'T', and 'O' is better plan than 'T', and 'P' is better plan than 'T'. 
"
pair_99,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'H'. 'G' is worse plan than 'A' and 'D' and 'F' and 'I' and 'K' and 'L' and 'N' and 'P' and 'R' and 'S'. 'G' is more expensive plan than 'B' and 'D' and 'I' and 'K' and 'L' and 'N' and 'R' and 'S' and 'T'. 'G' is longer plan than 'D' and 'F' and 'I' and 'K' and 'L' and 'N' and 'P' and 'R' and 'S'. 'G' is slower plan than 'A' and 'D' and 'I' and 'K' and 'N' and 'R' and 'S'. 'G' has expected makespan 'G makespan'; while 'H' has expected makespan 'H makespan'. 'G' has number of tasks 'G number of tasks'; while 'H' has number of tasks 'H number of tasks'. 'G' has cost 'G cost'; while 'H' has cost 'H cost'. 'B' is more expensive plan than 'H', and 'D' is more expensive plan than 'H', and 'I' is more expensive plan than 'H', and 'K' is more expensive plan than 'H', and 'L' is more expensive plan than 'H', and 'N' is more expensive plan than 'H', and 'R' is more expensive plan than 'H', and 'S' is more expensive plan than 'H', and 'T' is more expensive plan than 'H'. 'D' is longer plan than 'H', and 'F' is longer plan than 'H', and 'I' is longer plan than 'H', and 'K' is longer plan than 'H', and 'L' is longer plan than 'H', and 'N' is longer plan than 'H', and 'P' is longer plan than 'H', and 'R' is longer plan than 'H', and 'S' is longer plan than 'H'. 'A' is slower plan than 'H', and 'D' is slower plan than 'H', and 'I' is slower plan than 'H', and 'K' is slower plan than 'H', and 'N' is slower plan than 'H', and 'R' is slower plan than 'H', and 'S' is slower plan than 'H'. 'D' is worse plan than 'H', and 'I' is worse plan than 'H', and 'K' is worse plan than 'H', and 'N' is worse plan than 'H', and 'R' is worse plan than 'H', and 'S' is worse plan than 'H'. 
"
pair_100,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'I'. 'G' is worse plan than 'A' and 'D' and 'F' and 'K' and 'L' and 'N' and 'R' and 'S'. 'G' is slower plan than 'A' and 'D' and 'K' and 'N' and 'R' and 'S'. 'G' is longer plan than 'D' and 'F' and 'L' and 'N' and 'S'. 'G' is more expensive plan than 'D' and 'K' and 'N' and 'S'. 'G' has expected makespan 'G makespan'; while 'I' has expected makespan 'I makespan'. 'G' has number of tasks 'G number of tasks'; while 'I' has number of tasks 'I number of tasks'. 'G' has cost 'G cost'; while 'I' has cost 'I cost'. 'I' is plan with same cost as 'N'. 'A' is slower plan than 'I', and 'D' is slower plan than 'I', and 'K' is slower plan than 'I', and 'N' is slower plan than 'I', and 'R' is slower plan than 'I', and 'S' is slower plan than 'I'. 'D' is longer plan than 'I', and 'F' is longer plan than 'I', and 'L' is longer plan than 'I', and 'N' is longer plan than 'I', and 'S' is longer plan than 'I'. 'D' is more expensive plan than 'I', and 'K' is more expensive plan than 'I', and 'S' is more expensive plan than 'I'. 'D' is worse plan than 'I', and 'S' is worse plan than 'I'. 
"
pair_101,"'G' is more expensive plan than and is shorter plan than and is slower plan than 'J'. 'G' is slower plan than 'A' and 'B' and 'D' and 'H' and 'I' and 'K' and 'L' and 'N' and 'O' and 'R' and 'S' and 'T'. 'G' is worse plan than 'A' and 'D' and 'H' and 'I' and 'K' and 'L' and 'N' and 'O' and 'R' and 'S'. 'G' is more expensive plan than 'B' and 'D' and 'H' and 'I' and 'K' and 'L' and 'N' and 'R' and 'S' and 'T'. 'G' is shorter plan than 'C' and 'Q' and 'T'. 'G' has expected makespan 'G makespan'; while 'J' has expected makespan 'J makespan'. 'G' has number of tasks 'G number of tasks'; while 'J' has number of tasks 'J number of tasks'. 'G' has cost 'G cost'; while 'J' has cost 'J cost'. 'A' is slower plan than 'J', and 'B' is slower plan than 'J', and 'D' is slower plan than 'J', and 'H' is slower plan than 'J', and 'I' is slower plan than 'J', and 'K' is slower plan than 'J', and 'L' is slower plan than 'J', and 'N' is slower plan than 'J', and 'O' is slower plan than 'J', and 'R' is slower plan than 'J', and 'S' is slower plan than 'J', and 'T' is slower plan than 'J'. 'B' is more expensive plan than 'J', and 'D' is more expensive plan than 'J', and 'H' is more expensive plan than 'J', and 'I' is more expensive plan than 'J', and 'K' is more expensive plan than 'J', and 'L' is more expensive plan than 'J', and 'N' is more expensive plan than 'J', and 'R' is more expensive plan than 'J', and 'S' is more expensive plan than 'J', and 'T' is more expensive plan than 'J'. 'C' is worse plan than 'G', and 'Q' is worse plan than 'G', and 'B' is worse plan than 'J'. 'C' is shorter plan than 'J', and 'Q' is shorter plan than 'J', and 'T' is shorter plan than 'J'. 
"
pair_102,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'K'. 'G' is longer plan than 'D' and 'F' and 'I' and 'L' and 'N' and 'P' and 'R' and 'S'. 'G' is worse plan than 'D' and 'F' and 'I' and 'L' and 'N' and 'P' and 'R' and 'S'. 'G' has expected makespan 'G makespan'; while 'K' has expected makespan 'K makespan'. 'G' has number of tasks 'G number of tasks'; while 'K' has number of tasks 'K number of tasks'. 'G' has cost 'G cost'; while 'K' has cost 'K cost'. 'D' is longer plan than 'K', and 'F' is longer plan than 'K', and 'I' is longer plan than 'K', and 'L' is longer plan than 'K', and 'N' is longer plan than 'K', and 'P' is longer plan than 'K', and 'R' is longer plan than 'K', and 'S' is longer plan than 'K'. 
"
pair_103,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'L'. 'G' is worse plan than 'A' and 'D' and 'F' and 'H' and 'I' and 'K' and 'N' and 'R' and 'S'. 'G' is slower plan than 'A' and 'D' and 'H' and 'I' and 'K' and 'N' and 'R' and 'S'. 'G' is more expensive plan than 'B' and 'D' and 'I' and 'K' and 'N' and 'R' and 'S' and 'T'. 'G' has expected makespan 'G makespan'; while 'L' has expected makespan 'L makespan'. 'G' has number of tasks 'G number of tasks'; while 'L' has number of tasks 'L number of tasks'. 'G' has cost 'G cost'; while 'L' has cost 'L cost'. 'G' is longer plan than 'F' and 'N'. 'A' is slower plan than 'L', and 'D' is slower plan than 'L', and 'H' is slower plan than 'L', and 'I' is slower plan than 'L', and 'K' is slower plan than 'L', and 'N' is slower plan than 'L', and 'R' is slower plan than 'L', and 'S' is slower plan than 'L'. 'B' is more expensive plan than 'L', and 'D' is more expensive plan than 'L', and 'I' is more expensive plan than 'L', and 'K' is more expensive plan than 'L', and 'N' is more expensive plan than 'L', and 'R' is more expensive plan than 'L', and 'S' is more expensive plan than 'L', and 'T' is more expensive plan than 'L'. 'F' is longer plan than 'L', and 'N' is longer plan than 'L'. 'N' is worse plan than 'L'. 
"
pair_104,"'G' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'M'. 'G' is shorter plan than 'B' and 'C' and 'J' and 'Q' and 'T'. 'G' has expected makespan 'G makespan'; while 'M' has expected makespan 'M makespan'. 'G' has number of tasks 'G number of tasks'; while 'M' has number of tasks 'M number of tasks'. 'G' has cost 'G cost'; while 'M' has cost 'M cost'. 'G' is cheaper plan than 'C' and 'Q'. 'G' is faster plan than 'C' and 'Q'. 'G' is better plan than 'C' and 'Q'. 'B' is shorter plan than 'M', and 'C' is shorter plan than 'M', and 'J' is shorter plan than 'M', and 'Q' is shorter plan than 'M', and 'T' is shorter plan than 'M'. 'B' is better plan than 'M', and 'C' is better plan than 'M', and 'J' is better plan than 'M', and 'Q' is better plan than 'M', and 'T' is better plan than 'M'. 'C' is cheaper plan than 'M', and 'Q' is cheaper plan than 'M'. 'C' is faster plan than 'M', and 'Q' is faster plan than 'M'. 
"
pair_105,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'N'. 'G' is worse plan than 'A' and 'D' and 'I' and 'K' and 'S'. 'G' is slower plan than 'A' and 'D' and 'K' and 'S'. 'G' is more expensive plan than 'D' and 'I' and 'K' and 'S'. 'G' has expected makespan 'G makespan'; while 'N' has expected makespan 'N makespan'. 'G' has number of tasks 'G number of tasks'; while 'N' has number of tasks 'N number of tasks'. 'G' has cost 'G cost'; while 'N' has cost 'N cost'. 'N' is plan with same cost as 'I'. 'A' is slower plan than 'N', and 'D' is slower plan than 'N', and 'K' is slower plan than 'N', and 'S' is slower plan than 'N'. 'D' is more expensive plan than 'N', and 'K' is more expensive plan than 'N', and 'S' is more expensive plan than 'N'. 
"
pair_106,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'O'. 'G' is more expensive plan than 'A' and 'B' and 'D' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'P' and 'R' and 'S' and 'T'. 'G' is longer plan than 'A' and 'D' and 'E' and 'F' and 'H' and 'I' and 'K' and 'L' and 'N' and 'P' and 'R' and 'S'. 'G' is worse plan than 'A' and 'D' and 'E' and 'F' and 'H' and 'I' and 'K' and 'L' and 'N' and 'P' and 'R' and 'S'. 'G' is slower plan than 'A' and 'B' and 'D' and 'H' and 'I' and 'K' and 'L' and 'N' and 'R' and 'S' and 'T'. 'G' has expected makespan 'G makespan'; while 'O' has expected makespan 'O makespan'. 'G' has number of tasks 'G number of tasks'; while 'O' has number of tasks 'O number of tasks'. 'G' has cost 'G cost'; while 'O' has cost 'O cost'. 'A' is more expensive plan than 'O', and 'B' is more expensive plan than 'O', and 'D' is more expensive plan than 'O', and 'H' is more expensive plan than 'O', and 'I' is more expensive plan than 'O', and 'J' is more expensive plan than 'O', and 'K' is more expensive plan than 'O', and 'L' is more expensive plan than 'O', and 'N' is more expensive plan than 'O', and 'P' is more expensive plan than 'O', and 'R' is more expensive plan than 'O', and 'S' is more expensive plan than 'O', and 'T' is more expensive plan than 'O'. 'A' is longer plan than 'O', and 'D' is longer plan than 'O', and 'E' is longer plan than 'O', and 'F' is longer plan than 'O', and 'H' is longer plan than 'O', and 'I' is longer plan than 'O', and 'K' is longer plan than 'O', and 'L' is longer plan than 'O', and 'N' is longer plan than 'O', and 'P' is longer plan than 'O', and 'R' is longer plan than 'O', and 'S' is longer plan than 'O'. 'A' is slower plan than 'O', and 'B' is slower plan than 'O', and 'D' is slower plan than 'O', and 'H' is slower plan than 'O', and 'I' is slower plan than 'O', and 'K' is slower plan than 'O', and 'L' is slower plan than 'O', and 'N' is slower plan than 'O', and 'R' is slower plan than 'O', and 'S' is slower plan than 'O', and 'T' is slower plan than 'O'. 'A' is worse plan than 'O', and 'B' is worse plan than 'O', and 'D' is worse plan than 'O', and 'H' is worse plan than 'O', and 'I' is worse plan than 'O', and 'K' is worse plan than 'O', and 'L' is worse plan than 'O', and 'N' is worse plan than 'O', and 'R' is worse plan than 'O', and 'S' is worse plan than 'O', and 'T' is worse plan than 'O'. 
"
pair_107,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'P'. 'G' is slower plan than 'A' and 'B' and 'D' and 'E' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'O' and 'R' and 'S' and 'T'. 'G' is more expensive plan than 'A' and 'B' and 'D' and 'H' and 'I' and 'J' and 'K' and 'L' and 'N' and 'R' and 'S' and 'T'. 'G' is worse plan than 'A' and 'D' and 'E' and 'F' and 'H' and 'I' and 'K' and 'L' and 'N' and 'O' and 'R' and 'S'. 'G' is longer plan than 'D' and 'F' and 'I' and 'L' and 'N' and 'R' and 'S'. 'G' has expected makespan 'G makespan'; while 'P' has expected makespan 'P makespan'. 'G' has number of tasks 'G number of tasks'; while 'P' has number of tasks 'P number of tasks'. 'G' has cost 'G cost'; while 'P' has cost 'P cost'. 'A' is slower plan than 'P', and 'B' is slower plan than 'P', and 'D' is slower plan than 'P', and 'E' is slower plan than 'P', and 'H' is slower plan than 'P', and 'I' is slower plan than 'P', and 'J' is slower plan than 'P', and 'K' is slower plan than 'P', and 'L' is slower plan than 'P', and 'N' is slower plan than 'P', and 'O' is slower plan than 'P', and 'R' is slower plan than 'P', and 'S' is slower plan than 'P', and 'T' is slower plan than 'P'. 'A' is more expensive plan than 'P', and 'B' is more expensive plan than 'P', and 'D' is more expensive plan than 'P', and 'H' is more expensive plan than 'P', and 'I' is more expensive plan than 'P', and 'J' is more expensive plan than 'P', and 'K' is more expensive plan than 'P', and 'L' is more expensive plan than 'P', and 'N' is more expensive plan than 'P', and 'R' is more expensive plan than 'P', and 'S' is more expensive plan than 'P', and 'T' is more expensive plan than 'P'. 'B' is worse plan than 'P', and 'D' is worse plan than 'P', and 'I' is worse plan than 'P', and 'J' is worse plan than 'P', and 'L' is worse plan than 'P', and 'N' is worse plan than 'P', and 'R' is worse plan than 'P', and 'S' is worse plan than 'P', and 'T' is worse plan than 'P'. 'D' is longer plan than 'P', and 'F' is longer plan than 'P', and 'I' is longer plan than 'P', and 'L' is longer plan than 'P', and 'N' is longer plan than 'P', and 'R' is longer plan than 'P', and 'S' is longer plan than 'P'. 
"
pair_108,"'G' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'Q'. 'G' has expected makespan 'G makespan'; while 'Q' has expected makespan 'Q makespan'. 'G' has number of tasks 'G number of tasks'; while 'Q' has number of tasks 'Q number of tasks'. 'G' has cost 'G cost'; while 'Q' has cost 'Q cost'. 'G' is shorter plan than 'C' and 'T'. 'G' is better plan than 'C'. 'C' is shorter plan than 'Q', and 'T' is shorter plan than 'Q'. 'T' is better plan than 'Q'. 
"
pair_109,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'R'. 'G' is worse plan than 'A' and 'D' and 'F' and 'I' and 'K' and 'L' and 'N' and 'S'. 'G' is more expensive plan than 'B' and 'D' and 'I' and 'K' and 'N' and 'S'. 'G' is longer plan than 'D' and 'F' and 'I' and 'L' and 'N' and 'S'. 'G' is slower plan than 'A' and 'D' and 'K' and 'N' and 'S'. 'G' has expected makespan 'G makespan'; while 'R' has expected makespan 'R makespan'. 'G' has number of tasks 'G number of tasks'; while 'R' has number of tasks 'R number of tasks'. 'G' has cost 'G cost'; while 'R' has cost 'R cost'. 'B' is more expensive plan than 'R', and 'D' is more expensive plan than 'R', and 'I' is more expensive plan than 'R', and 'K' is more expensive plan than 'R', and 'N' is more expensive plan than 'R', and 'S' is more expensive plan than 'R'. 'D' is longer plan than 'R', and 'F' is longer plan than 'R', and 'I' is longer plan than 'R', and 'L' is longer plan than 'R', and 'N' is longer plan than 'R', and 'S' is longer plan than 'R'. 'A' is slower plan than 'R', and 'D' is slower plan than 'R', and 'K' is slower plan than 'R', and 'N' is slower plan than 'R', and 'S' is slower plan than 'R'. 'D' is worse plan than 'R', and 'N' is worse plan than 'R', and 'S' is worse plan than 'R'. 
"
pair_110,"'G' is more expensive plan than and is longer plan than and is slower plan than and is worse plan than 'S'. 'G' is worse plan than 'D' and 'F' and 'K' and 'L' and 'N'. 'G' is longer plan than 'D' and 'F' and 'L' and 'N'. 'G' has expected makespan 'G makespan'; while 'S' has expected makespan 'S makespan'. 'G' has number of tasks 'G number of tasks'; while 'S' has number of tasks 'S number of tasks'. 'G' has cost 'G cost'; while 'S' has cost 'S cost'. 'G' is more expensive plan than 'K'. 'G' is slower plan than 'K'. 'S' is plan with same number of tasks as 'D'. 'F' is longer plan than 'S', and 'L' is longer plan than 'S', and 'N' is longer plan than 'S'. 'K' is more expensive plan than 'S'. 'K' is slower plan than 'S'. 
"
pair_111,"'G' is more expensive plan than and is shorter plan than and is slower plan than 'T'. 'G' is slower plan than 'A' and 'D' and 'H' and 'I' and 'K' and 'L' and 'N' and 'R' and 'S'. 'G' is worse plan than 'A' and 'D' and 'H' and 'I' and 'K' and 'L' and 'N' and 'R' and 'S'. 'G' is more expensive plan than 'B' and 'D' and 'I' and 'K' and 'N' and 'R' and 'S'. 'G' has expected makespan 'G makespan'; while 'T' has expected makespan 'T makespan'. 'G' has number of tasks 'G number of tasks'; while 'T' has number of tasks 'T number of tasks'. 'G' has cost 'G cost'; while 'T' has cost 'T cost'. 'G' is shorter plan than 'C'. 'A' is slower plan than 'T', and 'D' is slower plan than 'T', and 'H' is slower plan than 'T', and 'I' is slower plan than 'T', and 'K' is slower plan than 'T', and 'L' is slower plan than 'T', and 'N' is slower plan than 'T', and 'R' is slower plan than 'T', and 'S' is slower plan than 'T'. 'B' is more expensive plan than 'T', and 'D' is more expensive plan than 'T', and 'I' is more expensive plan than 'T', and 'K' is more expensive plan than 'T', and 'N' is more expensive plan than 'T', and 'R' is more expensive plan than 'T', and 'S' is more expensive plan than 'T'. 'C' is worse plan than 'G'. 'C' is shorter plan than 'T'. 
"
pair_112,"'H' is cheaper plan than and is shorter plan than and is faster plan than and is better plan than 'I'. 'H' is cheaper plan than 'B' and 'L' and 'N' and 'R' and 'T'. 'H' is shorter plan than 'K' and 'P' and 'R'. 'H' is better plan than 'K' and 'N' and 'R'. 'H' has expected makespan 'H makespan'; while 'I' has expected makespan 'I makespan'. 'H' has number of tasks 'H number of tasks'; while 'I' has number of tasks 'I number of tasks'. 'H' has cost 'H cost'; while 'I' has cost 'I cost'. 'I' is plan with same cost as 'N'. 'B' is cheaper plan than 'I', and 'L' is cheaper plan than 'I', and 'R' is cheaper plan than 'I', and 'T' is cheaper plan than 'I'. 'K' is shorter plan than 'I', and 'P' is shorter plan than 'I', and 'R' is shorter plan than 'I'. 'P' is better plan than 'I'. 
"
